entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,prob,net_pnl,equity_after,units
2025-01-14 02:00:00,2667.25,bull,ob,2671.813448495096,2665.685389087396,1.3038424271702633,1,2.916666666666667,62.81051317342822,36.60175536111434,1.320440146715572,0.0003582346154523867,2,1,0.02019545219835919,0.011400995548571064,0.25514891203428397,119.74554233899565,1119.7455423389956,28.76114415251086
2025-01-17 13:10:00,2706.16,bull,ob,2710.8727028179173,2704.5442161767137,1.3464865194050593,0,-1.0,50.14483092248536,33.83909210670113,0.8760907504363001,0.00027406832463125144,13,4,0.03507812350589992,0.006826289287864018,0.30956933730858743,-56.14010410340151,1063.6054382355942,27.850260258503795
2025-01-20 07:05:00,2705.65,bull,ob,2709.790589214211,2704.2303694122706,1.1830254897745818,0,-1.0,68.11796038847945,44.59968542018924,0.7752283359322789,0.00024928764549012506,7,0,0.03488305379716586,0.007013461736079554,0.3836300509972395,-57.679354865683194,1005.926083369911,31.698387164207965
2025-01-23 06:05:00,2751.75,bull,ob,2755.434254962489,2750.486826870004,1.0526442749968987,1,2.916666666666667,50.02826157202868,33.96745052674702,0.765071099539355,0.00019742084326469008,6,3,0.03624162590236895,0.004233838137111154,0.3504148187569992,117.00017187069639,1122.9262552406074,35.62457032325904
2025-01-23 16:20:00,2746.11,bull,ob,2756.2212146587212,2742.6432978312955,2.888918473920365,0,-1.0,56.94402976128432,34.43482286173274,0.9947312961011591,0.0007095989836978169,16,3,0.033600066244109536,0.006274765239103183,0.4068224472577039,-50.19225451857203,1072.7340007220353,12.980636296430083
2025-01-24 05:40:00,2772.49,bull,ob,2779.291611088138,2770.1580190554955,1.9433174537537392,0,-1.0,59.80195453478269,45.51896810112908,0.8020540408362881,0.0005415265296741486,5,4,0.04352915493593879,0.0017678404262980879,0.23268567525419176,-52.71875947032082,1020.0152412517144,19.29689867580205
2025-02-03 11:05:00,2797.3,bull,ob,2805.0669620590365,2794.637041579759,2.2191320168675555,0,-1.0,68.23560069433535,41.67413120456808,1.0049403542595494,0.0005216901225139799,11,0,0.03545411472060181,0.007074324780014353,0.36817055073065236,-51.759399569735265,968.2558416819792,16.898498924338167
2025-02-04 02:35:00,2815.97,bull,ob,2821.346037304633,2814.12678720984,1.5360106584664999,1,2.916666666666667,59.13518769748172,37.22860648558463,1.36986301369863,0.00023642275736377095,2,1,0.04186753785874695,0.005098219332956575,0.2235523133117452,121.4844427642341,1089.7402844462133,24.413893089414742
2025-02-05 08:50:00,2861.25,bull,ob,2866.6556851533237,2859.396622233146,1.544481472378204,0,-1.0,65.57151041066456,34.84559249936945,0.9855072463768116,0.0003426151678629712,8,2,0.04789267821042453,0.0038020033633106927,0.28488790436742695,-54.711997371455396,1035.0282870747578,24.27999342863847
2025-02-06 11:00:00,2858.52,bull,ob,2867.8217744211406,2855.330820198466,2.657649834611641,1,2.916666666666667,51.68767602473168,38.56846755366572,1.058422845166361,0.0006935821902679104,11,3,0.04689285400369164,0.00831572702767392,0.3428412000106105,125.6059155895375,1160.6342026642953,14.110211026156254
2025-02-07 11:45:00,2869.87,bull,ob,2875.756736868387,2867.851690216553,1.6819248195392513,0,-1.0,64.11780365591363,32.666463461492604,0.8276999175597691,0.0004482986603143069,11,4,0.051049632299082895,0.004378159161003123,0.35213712095132654,-53.918353439905914,1106.7158492243893,22.29588359976477
2025-02-07 16:50:00,2875.19,bull,ob,2889.550195675233,2870.26650433992,4.102913050066674,0,-1.0,63.059546978660016,31.325654462528604,0.9293206548377609,0.0010968501921960888,16,4,0.05299800767630601,0.0039803511300177995,0.42949286024992883,-48.65593904061814,1058.059910183771,9.139847601545345
2025-02-10 12:45:00,2900.62,bull,ob,2907.8180296849882,2898.152104108004,2.056579909996624,1,2.916666666666667,51.74402895820741,40.231043227214684,0.887582248355033,0.0004651060462349789,12,0,0.06231138847382141,0.0035075906184834004,0.34757529745564625,123.9563373870916,1182.0162475708626,18.234156532271044
2025-02-12 19:25:00,2905.68,bull,ob,2916.341295944446,2902.024698533333,3.0460845555559564,0,-1.0,67.78755061248964,40.71274313300791,0.8128219805380652,0.0005606103004241497,19,2,0.058628076771739465,0.012540015904410447,0.276447605901362,-49.92435443810686,1132.0918931327558,12.310886095267145
2025-02-13 07:30:00,2920.7,bull,ob,2925.8826336670113,2918.923097028453,1.4807524762889666,0,-1.0,66.2305782879382,43.49655927200904,1.3327309690535352,0.00029678501585865254,7,3,0.05872331170478849,0.007435651707005454,0.38250758164926585,-55.12998474774923,1076.9619083850066,25.3249618693731
2025-02-20 02:45:00,2939.51,bull,ob,2944.0025782701127,2937.9696874502474,1.2835937914606979,0,-1.0,63.9961502628466,40.29298786513675,1.438721136767318,0.0003237259974873491,2,3,0.03719346529762546,0.002558490694083902,0.2316527778378796,-56.68593997555158,1020.275968409455,29.21484993887894
2025-02-24 21:20:00,2948.49,bull,ob,2954.031153998077,2946.5901757720876,1.5831868565935492,0,-1.0,62.12758926825623,33.89412087415907,0.9955891619407689,0.0002522255278802087,21,0,0.029666077652136802,0.0026013300949198136,0.33333455841170057,-54.474560717536065,965.8014076919189,23.68640179384017
2025-02-24 22:30:00,2948.68,bull,ob,2953.142345694476,2947.1500529047507,1.2749559127074714,1,2.916666666666667,55.457001621669896,30.81505565078165,0.9213604462839661,0.00028989454163075773,22,0,0.029732429091264615,0.0025370579599347807,0.3930324301168962,119.48488730042047,1085.2862949923394,29.41278174894884
2025-02-25 20:15:00,2905.83,bull,ob,2917.6865807287213,2901.7648866072955,3.387594493920365,1,2.916666666666667,52.6972007903497,32.84563075885364,1.0027161611588955,0.0005499035957470739,20,1,0.01476843347744399,0.017032115771028797,0.22495711228684667,126.82207923589436,1212.1083742282337,11.069801910264095
2025-02-26 17:10:00,2905.42,bull,ob,2918.996946987706,2900.765046747072,3.8791277107731763,1,2.916666666666667,53.417958881377665,37.05205724754809,1.0561679790026246,0.0009725722242212339,17,2,0.009867815073183064,0.01717080827283852,0.3702740071708803,127.38315128596018,1339.4915255141939,9.667121785099587
2025-03-17 12:20:00,2995.43,bull,ob,3000.1113825546504,2993.824954552691,1.3375378727573437,1,2.916666666666667,64.71715103312874,40.52358175879407,0.8644656820156387,0.00028409524383552664,12,0,0.044708500160433054,0.0031349318601594334,0.2742353289564512,120.03536428349716,1459.526889797691,28.03658929125712
2025-03-19 05:15:00,3035.48,bull,ob,3040.3776229100863,3033.800815002256,1.399320831453268,1,2.916666666666667,69.3715381220396,31.17665739204818,0.8585858585858586,0.00026742889610540744,5,2,0.05389096817648399,0.0032311875270907967,0.3226408155713252,120.53051404450159,1580.0574038421926,26.798714888746016
2025-03-19 06:35:00,3036.1,bull,ob,3040.678653595989,3034.5301759099466,1.308186741711142,1,2.916666666666667,57.76076641128754,36.62341359212717,0.8552631578947368,0.00026593146426357947,6,2,0.05410622652121672,0.003027596443066822,0.22013547741806777,119.78374711596592,1699.8411509581586,28.665632210085175
2025-03-19 12:20:00,3034.92,bull,ob,3041.9661506525326,3032.5041769191316,2.0131859007235753,0,-1.0,63.55545586432971,33.99082168303043,1.175475687103594,0.0004454374287558698,12,2,0.05369654128446732,0.003415076248144724,0.3199569359751985,-52.45087673950415,1647.3902742186544,18.627191848760393
2025-03-19 22:00:00,3046.79,bull,ob,3056.156229375586,3043.578721356942,2.676065535881744,1,2.916666666666667,59.45086865097886,35.32432276576391,0.5511701980335133,0.0006977554514832307,22,2,0.05781769701346397,0.001654739435881364,0.2446165633674983,125.64475610784768,1773.0350303265022,14.013109730380789
2025-03-20 13:50:00,3034.9,bull,ob,3043.907296739046,3031.8117839751844,2.5735133540131394,0,-1.0,51.522163447084814,30.445852949778043,1.0657399362872864,0.0006497175849660275,13,3,0.0536895974668953,0.00731373844553624,0.4861348394156846,-50.828607796656456,1722.206422529846,14.571519491641146
2025-05-08 04:10:00,3392.13,bull,ob,3407.5691922189285,3386.836562667796,4.411197776836622,0,-1.0,67.471696844298,33.349787667840175,1.2856651770367824,0.0011013992279688483,4,3,0.13087963194479169,0.013299009555390666,0.276789838328435,-48.40043696947009,1673.8059855603758,8.501092423675216
2025-05-08 05:30:00,3410.73,bull,ob,3428.390283845096,3404.675045538824,5.045795384313067,0,-1.0,69.69601552935588,42.321134936042824,0.9636946075814201,0.0012486535606884646,5,3,0.13708056208431257,0.00788865133731835,0.319422734774841,-47.97277215137048,1625.8332134090053,7.431930378426206
2025-05-27 02:30:00,3347.54,bull,ob,3352.2118706170195,3345.93821578845,1.3348201762913052,0,-1.0,65.15862227659431,45.4814346343275,0.9299587992937022,0.000403104201148279,2,1,0.07266132184902484,0.005445843125254371,0.22042777801407262,-56.23746873655618,1569.5957446724492,28.093671841390464
2025-06-12 16:00:00,3392.12,bull,ob,3406.607742572326,3387.1527739752023,4.139355020664566,0,-1.0,67.48189571118147,35.117204111650416,1.168724279835391,0.0010039040676856578,16,3,0.036768526385925794,0.0032938328049293007,0.276201374532614,-48.6237529579165,1520.9719917145328,9.059382394791221
2025-06-13 06:25:00,3430.58,bull,ob,3449.1891319335277,3424.199726194219,5.316894838150801,0,-1.0,51.89363811593349,36.869400447098776,1.0254462590201292,0.0009990507261704962,6,4,0.04852345177913203,0.004012309836255999,0.22840337498875507,-47.821195539240065,1473.1507961752927,7.052988848100164
2025-06-13 16:55:00,3436.99,bull,ob,3452.049753098682,3431.826656080452,4.302786599623443,0,-1.0,54.61242169774277,39.296711584967674,0.9506772297469972,0.0008855690305073163,16,4,0.050482606011333024,0.002846118138563421,0.25583049304820754,-48.48611293000522,1424.6646832452875,8.715282325013046
2025-09-01 07:40:00,3474.85,bull,ob,3485.90354054656,3471.0602146697506,3.158154441874387,1,2.916666666666667,57.694622685111206,45.58443344809923,0.5868541589150768,0.0005250837041366537,7,0,0.04936295634159674,0.0032070865712573587,0.25089471964620247,126.50039060752921,1551.1650738528167,11.874023481176954
2025-09-02 03:40:00,3480.33,bull,ob,3487.8904006590797,3477.7378626311724,2.1601144740227585,0,-1.0,51.52053610549831,30.68954176577831,2.015947338518504,0.00037719208475573736,3,1,0.05101785050990673,0.008040381469215126,0.46389998826745443,-51.944076427609254,1499.2209974252075,17.360191069023156
2025-09-02 05:10:00,3494.04,bull,ob,3509.0140488277707,3488.9060404019074,4.278299665077301,0,-1.0,56.62373380115785,38.87119316009919,1.030883762069728,0.0009676876709099061,5,1,0.05515810581055089,0.004132773176306954,0.30383484969244945,-48.5060657677726,1450.714931657435,8.765164419431501
2025-09-02 18:35:00,3512.4,bull,ob,3527.5710494732493,3507.1984973234576,4.3345855637855175,1,2.916666666666667,68.45268187351328,38.92254701442797,0.6547806879141685,0.0007157804257216203,18,1,0.06070260525036321,0.0051464777642137305,0.28888250730892634,127.78946155191356,1578.5043932093486,8.65134612021612
2025-09-02 21:00:00,3528.59,bull,ob,3538.3223240215902,3525.253203192598,2.7806640061686427,0,-1.0,64.36718772567916,41.110464943875115,0.647561133393712,0.00044404610093098836,21,1,0.06559179075856371,0.0032569517417487953,0.431329924499756,-50.39439499584448,1528.109998213504,13.485987489611196
2025-09-04 03:25:00,3559.99,bull,ob,3569.692323435175,3556.6634891079398,2.7720924100500217,0,-1.0,52.01008452637099,30.620619866649854,1.2317137512590532,0.000531732757335534,3,3,0.07184062046498735,0.005147537593512223,0.379834437251923,-50.4110750224699,1477.698923191034,13.527687556174744
2025-09-05 04:20:00,3554.6,bull,ob,3563.459434876603,3551.5624794708788,2.531267107600946,0,-1.0,61.048043243432154,31.403103646483082,0.7978580990629184,0.0004393744119043621,4,4,0.07021780103450968,0.006653793165120807,0.45356392915529503,-50.92588587548016,1426.773037315554,14.814714688700418
2025-09-08 03:50:00,3592.19,bull,ob,3601.692508480578,3588.9319970923734,2.715002423022245,0,-1.0,55.997780309929766,30.394266784511,1.382198952879581,0.00039628113552690123,3,0,0.07190835548950976,0.00218053132742967,0.26406121374099084,-50.52485694775285,1376.248180367801,13.812142369382133
2025-09-08 09:30:00,3593.71,bull,ob,3601.684383620782,3590.9759256157317,2.2783953202233986,1,2.916666666666667,65.56246524897531,31.236866179096726,1.0492623155788947,0.0004581749998948977,9,0,0.07236192300691392,0.006513199180597507,0.33028729908995796,124.66641906175965,1500.9145994295607,16.458952345600892
2025-09-08 14:30:00,3616.44,bull,ob,3624.3025852816368,3613.7442564748676,2.2464529376104725,0,-1.0,54.8919215763256,39.69145269625921,0.9419111985627512,0.0004975528954492281,14,0,0.07914454779020115,0.00561473358886514,0.27818633244800534,-51.677193075745414,1449.2374063538152,16.692982689363557
2025-09-09 05:00:00,3645.52,bull,ob,3655.4979465872916,3642.0989897414997,2.8508418820833787,1,2.916666666666667,61.82073598871542,39.62746120755386,1.217956153578471,0.0005629431515436986,5,1,0.08264978231300604,0.0037575800637832135,0.2876407820170964,125.98839636836077,1575.225802722176,13.154009079098108
2025-09-17 19:30:00,3687.65,bull,ob,3694.1088503644482,3685.4355370179037,1.8453858184137766,0,-1.0,62.69301680131739,31.378325433902972,0.8310205376258822,0.00029282068660898674,19,2,0.05024749232460521,0.0041802475203409056,0.3047037840697262,-53.128381528852536,1522.0974211933235,20.320953822131315
2025-09-22 20:25:00,3740.01,bull,ob,3747.6756974003633,3737.381760891304,2.1901992572466464,1,2.916666666666667,65.85912103445636,36.79048957349486,1.2966185036689613,0.0003092623593701905,20,0,0.03533414351243099,0.0019240930609891018,0.2535811285050622,124.40130806004558,1646.498729253369,17.121729849886034
2025-09-24 09:00:00,3774.83,bull,ob,3783.1191200453313,3771.988015984458,2.368320012951872,0,-1.0,65.23353185805917,40.87700883638447,1.5955279738500165,0.00037597944561387113,9,2,0.04497324471192044,0.004286377496650031,0.2237568628687067,-51.33360353244878,1595.1651257209203,15.834008831121928
2025-09-24 14:25:00,3765.16,bull,ob,3773.525603540024,3762.291793071992,2.3901724400068067,0,-1.0,50.40453762884706,49.530642432307,0.8218957536727712,0.00039975330794638387,14,2,0.04229633177110871,0.006837101828502715,0.3254365683107548,-51.2756978320602,1543.8894278888602,15.689244580150513
2025-09-24 23:05:00,3731.94,bull,ob,3741.860070364817,3728.538833017777,2.8343058185191587,1,2.916666666666667,58.64071465323917,41.56505201388986,0.28835896906507,0.0005542371123889158,23,2,0.033100153085093766,0.01559977631703891,0.25246894839820416,125.95769882981892,1669.8471267186792,13.230752925452661
2025-10-02 19:40:00,3843.01,bull,ob,3865.2498117199543,3835.384921696016,6.354231919986824,1,2.916666666666667,51.23311998181531,32.17298123933648,0.633947883407148,0.0011618125948407744,19,3,0.059345815002260494,0.008401344834437243,0.3398797407063784,128.88936850450506,1798.7364952231842,5.901578738737362
2025-10-08 03:40:00,3994.89,bull,ob,4004.4800740303117,3991.6019746181787,2.740021151517624,0,-1.0,56.51562696266274,31.831036382496524,1.3282415942410677,0.0004955402307782813,3,2,0.10121233171248059,-0.030787729288852917,0.2873377059830609,-50.474410294859155,1748.262084928325,13.686025737147869
